label,tweet
anger,Momen di mana kamu merasa seperti amarahmu bisa membakar segala sesuatu di sekitarmu. ð¥ð¤ #BurningEverything
joy,Bahagia kalau kamu datang tepat waktu Bahagia kalau AC bekerja dengan maksimal Bahagia kalau perka berjalan normal Selamat bekerja ya min [USERNAME]
joy,'Kita mencocokkan jadwal setelahnya. 'Besok ujian jam 2
fear,Yg serem tuh pas ke dapur katanya mau masak. Jd berusaha nyalain kompor. Kan palaur. Trs diajak duduk lg. Akhirnya sekitar jam 12an mulai diem ga gratak tangannya. Berkat drama india di antv. Tapi masih blm full nyambung kalo diajak ngomong.
fear,Serem banget sih yg jualan yg nipu-nipu. Gue bawa duit org dikit aja ga tenang banget ini kalo belum dapet kabar barangnya dapet kaga. Ini sampe orderan customer ga di beliin. :(
love,'Cinta adalah mengikat dua hati dalam perjalanan yang indah
anger,'[USERNAME] Asli sih
sadness,'Momen di mana kamu merasa seperti kamu tenggelam dalam kehampaan
joy,'Sempet 2x tahun kemarin main kejakarta
sadness,'Sedih dan mendengarkan lagu-lagu sedih. Bukan liriknya
joy,'Mak gregah! Lantas saya bangkit dari tempat duduk. Mematikan saluran wi-fi
joy,Momen ketika kamu berbicara dengan orang asing dan merasakan hubungan dan kebaikan yang tak terduga. ð¥ð¤ #HumanConnection
joy,'Sahabat semua
sadness,'dia blg dia ttp pegang janji pernikahannya
sadness,'Daun yang jatuh tak pernah membenci angin
joy,'Enaknya jadi wanita
fear,Ketika perasaan takut begitu kuat hingga membuatmu merasa gemetar di dalam. ðð¬ï¸? #TremblingFear
sadness,'Momen di mana kamu merasa seperti kamu telah kehilangan arah dalam hidup
anger,'Miris : Menciptakan 'karya' dengan susah payah yang menguras pikiran
sadness,thenkyu cepat sembuh buat yang lagi kena db
joy,'Kadang rezeki klo diitung2 bakal slalu ada aja yg kurang.. apalagi klo mau investasi sosial.. pasti pjg daftar pertimbangan 'rasional'nya.. Tp kembali lagi
joy,[USERNAME] [USERNAME] PARAH KAN WONHEE KAN Cantik banget :
sadness,'Saat kamu merasakan rasa kehilangan yang begitu mendalam
fear,'Hilma (temen adek) kmrn main k rumah & curhat
sadness,mau banget disposable cameranya karena emg dr dulu pengen punya aja tp blm smpt karena sayang duit
love,Sejujurnya masih sayang. Aku tak pernah buang kau jauh dari hidup aku. Nama kau tak pernah terpadam dalam hati aku.
love,'Cinta adalah menghargai dan menerima seseorang apa adanya
sadness,'Yaampun aslii deh ga lagi ngopi malem2 -
joy,'Salah satu padhilah shalat duha
sadness,iya ya kok saya bodoh si dana jatuh dilubang yang sama wkwk tidak-kuat nih saya begini mulu! capai
sadness,'[USERNAME] [USERNAME] Jadi mayoritas pun juga hasil paksaan 
sadness,'rangorang sibuk mikirin nastar
anger,'[USERNAME] laporan saya sampai mana min? Uang sy yg sy transfer dan udah kepotong 5 juta
sadness,umur 9thn omongan kaya tante2 45thn -_-gue lebih suka sama bocah sd yang masih culun dan polos
sadness,'lah Ken dimana?' -- pertanyaan paling gokil
anger,Sama sekali nggak. Arab lokal nggak peduli kok dengan cara berbusana orang lain. Banyak Arab pendatang dan nggak semua berhijab. Orang Asia dan bule bahkan bisa pakai tanktop dan celana pendek ke mall.
love,'[USERNAME] ''Cinta tak butuh pengorbanan. Pada saat kau merasa berkorban
sadness,'Ada orang yg berubah
love,'aku memilhmu bukan karna aku sayang kamu. Dan bukan pula karna aku mencintai kamu. Tetapi
sadness,'Wkwk yasama halnya kan
joy,'[USERNAME] [USERNAME] Terima kasih sudah memberikan musik yang bagus untuk kami
anger,Gak punya mobil ya naik kend umum.biar jln gk macet.gk ada uang tuk bayar TOL .ya lewat jalan tol ada pilihan !.Geto aja repot!
sadness,'Ketika hujan turun dari langit
joy,'Kalau tau ada libur panjang - selain lebaran - tuh rasanya pengen cepet gendong cerrier pake sepatu trus pergi
anger,'sebagai pendukung seseorang saja
joy,'Saat kamu mendengarkan cerita lucu dan tak bisa berhenti tertawa
anger,'Apa dasar ngakaknya? Baca koq cuma satu ayat? Gua biasa aja
anger,'Itu mbak nya ga pantes ngomong kasar walau harga fondaition nya selangit
love,'Baby you came. Capek ya sayang? ''Sedikit
anger,'Tunjukin barbuk dong kalau ASN itu bermasalah sehingga harus diganti. ''Sodorin klipingan koran'' Udah pantes disebut Gubernur Magang ?'
love,Momen di mana kamu merasa seperti kamu dapat melakukan apa pun untuk membuat orang yang kamu cintai merasa bahagia. ðð? #MakingThemHappy
fear,'[askmf] guys
sadness,'seharusnya saya paham
joy,'Kalo ga u [USERNAME] 
anger,Momen di mana kamu merasa seperti semua yang kamu dengar hanya membuatmu semakin marah. ðð¡ #AngerAmplified
anger,[USERNAME] [USERNAME] gimane?gk berani komen kan?ngomong kek paling pancasila.. Mau tanya waktu ngomong saya pancasila kalian g lagi mabuk kan?ato ngomong sambil liat teks?anak muda optimis?hek.. anak muda yg kehilangan urat malu iye kali.. :) https:/
love,Aku dan kamu bagaikan antara ada dan tiada karna semakin dekat rasa sayang ini semakin pula rasa kangen bila jauh dari kamu rasanya ingin bertemu setiap hari.
joy,'Wah ini lucu banget desain [USERNAME] 
love,Nge gua cinta sama lo ngelebihin cinta githa sama lo. Love you nge. Temen gua yg bisa dampingin gua sampai saat ini. Curhatan gua sampai saat ini. Walaupun no solution. Hati gua senyum klo lo yg ngomong.
sadness,'Aku bingung kok dia tiba tiba diem engga manggil aku dan tanya2 lagi
joy,'Haha ga sih
joy,'Sebagai dokter gue punya kelegaan tersendiri kalau pasien
fear,'Serem jg ya yg staf nya wanna1 nge dm in fansite karena copyright infringement
fear,'[USERNAME] huhu iyaaa ini mikir keras banget dan ku jg ga dapet hasil yg sreg di bab 4 tuh
love,'aku sayang skz karena mereka super talented dan ternyata kagetnya masi seumuran sama aku
love,'Seseorang Berkata
love,'Jika ingat diriMu
joy,'entah baper atau apa tbtb pengen post ini
sadness,'Well
sadness,'beda kasus lagi pas sudah balik ke kampung halaman
fear,'[USERNAME] Aku gak salah bila mohon pd [USERNAME]
fear,'banyak kendala ini itu & harus masuk semester baru lg
anger,Momen di mana kamu merasa seperti amarahmu adalah kekuatan alam yang tak terbendung. ð?â¡ #UnstoppableForce
anger,'[USERNAME] [USERNAME] Mustinya di biarin aja itu bom
love,'ibuqu demen bgt teriak becanda gt
anger,Momen di mana kamu merasa seperti amarahmu adalah gempa bumi yang mengguncang semesta. ð?ð¤ #UniverseShaker
fear,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.
joy,'Seneng banget bisa berbagi kebahagiaan bersama pengguna jalan & juga saudara kita yang menjalankan ibadah puasa Tidak hanya bagi-bagi tajil & makanan untuk berbuka saja
anger,Kemarahan ini membuatku merasa seperti aku siap untuk meledak kapan saja.
joy,'...dan apa saja yang ditahan-Nya maka tidak ada yang sanggup untuk melepaskannya setelah itu. Dan Dialah Yang MAHA PERKASA 
love,[USERNAME] Saya rasa cara menunjukkan sayang itu ngga harus dengan pernyataan semacam itu. Dulu saya menunjukkan rasa sayang dengan minta sticker (LINE) kelinci nemplok. XD
fear,Coba tanya [USERNAME] apakah market mampu memprediksi kondisi ekonomi kedepan dari kondisi politik saat itu. Isu2 pasti sdh ada. Entah siapapun.
fear,kadang aku terasa sesuatu. takut. takut akan tidak memperoleh yang aku ingini. takut akan kehilangan yang aku ada. takut akan semuanya berubah sekelip mata.
joy,'Ketika semangat puasa mulai turun di akhir bulan
joy,'Menyantuni anak yatim adalah sebuah kewajiban..Mereka juga berhak bahagia seperti kita.layak untuk bahagia..Pramuka peduli untuk mereka
sadness,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi (kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya) di bully karna terlalu sering berduaan. di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yg brbeda.
sadness,sudah beberapa kali mencoba yang ada hanya melukai seseorang yang tidak terlibat. daripada terus mengulang lebih baik mungkin move on sendiri dulu jangan melibatkan orang lain. karna hanya akan menambah luka baru. bagi orang itu.
anger,sbnrnya gw tau mama gw.tuh si daniel aja disetujuin kl gw pingin nikah ama bule ttep asal bulenya dia tau keliatan dpn mata dia .tp daniel kan kl mau sm gw jg mau numpang hidup doang woii ga deh amit2 7 turunan ga deh jgn geer lo daniel gw ga bakal milih lo gw mau cari duda mapan
sadness,Anehnya dimulut sama sekali gak kepedesan. Tapi abis itu langsung sakit perut. Semaleman bener2 sakit perutnya. Hari ini udah bolak balik ke toilet. Biasanya makan pedes kayak gimana juga gak sampe segininya. Apa yang salah???
sadness,'[USERNAME] Nama mirip? Ya mereka cuma punya dikit sih pilihan nama
joy,'Alhamdulillah 
sadness,'Aku merasa seperti aku tenggelam dalam air mataku
sadness,'Ya berkali kali Farah suka ingetin untuk engga diterusin. Katanya makin gue perhatian ke dia
sadness,Tak seharusnya seperti ini Tiada lagi damai bersenandung Sejak api melahap ranting Tempat Pipit bertengger Memaksa aku Mengiyakan ingin mu Merubah aku bukan diriku Sedang takdir melambai Memanggil ku kembali
anger,Momen di mana kamu merasa seperti semua yang kamu lakukan adalah membawa amarah semakin besar. ð«ð¤ #FuelingAnger
joy,'#PWBanget EMANG BEDA . . Viral curhatan Personal Assistant konglomerat Indonesia yg diposting di acoount twitter nya
anger,aduh mentang2 cantik jadi kamu bisa nilai kekurangan orang senaknya begitu ya jangan sombong mbak cantikmu itu milik tuhan
love,'Kalo aku bilang sayang sama kamu
joy,'[USERNAME] Yah padahal asik main Nexian Messenger (NXM) . Dulu juga sempet chatingan bareng raditya dika wlwlw Habis nexian koid
anger,'[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ''makanya..........'' ''Kan udah gue bilang.......'' ''Ngotot sih dikasih tau......'' ''Pala batu sih.....'' Et cetera~'
joy,Positif thinking aja..susu kental manis ga ada susu nya..besok2 pasti ada koq susunya..sama ky 2019ganti presiden..skrg blom ada presidennya kan?
fear,'demi apapun baru aja ngalamin kejadian ini
love,'Belaian seorang anak perempuan kepada ayahnya ketika jatuh sakit ternyata dapat membuat si ayah tertidur pulas *sunbathuk* ''cepat sembuh bapak'''
fear,Ketika kamu merasa seperti kamu harus melawan rasa takut yang mengganggu ketenangan. ð§â?âï¸?ð° #RestoringPeace
joy,Momen di mana kamu merasa benar-benar diterima dan dihargai oleh orang-orang terdekat. ð¤â?¤ï¸? #Belonging
joy,Jadi tadi ada yang habis intern hari pertama terus kita berjumpa deh. Terus seneng banget karena dia udah siapin topik buat ngobrol seoptimal mungkin dengan waktu minimum. Terus topiknya bikin gue emosinal abis sampe mau nangis tapi harus tahan karena di mcd. Too sweet to be true
sadness,Aku merasa seperti aku tenggelam dalam gelombang kesedihan yang menghantamku.
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Udah bosan hidup bebas kali ya...minta ditangkap dan dipenjara..tunggu saja
anger,'Dungu [USERNAME] buyback Indosat keluar dalam ajang debat yang spontan
joy,'Bahagia donk ... diajak jalan ke Mall ... suruh jajan ... dan yang pertama di jajanin si Mungil
fear,Terlalu bodoh sekali bila mudah terpengaruh tipu daya setan. Bila pun harus membenci cukup sifatnya bukan objeknya. Takut kalau tiba-tiba Allah menyuruh Saya pulang sementara masih ada kebencian dalam hati Saya. Saya lebih takut kehilangan Allah daripada apapun termasuk keluarga.
sadness,'Balik ke rumah badan jadi melar lagi coba aja dikosan
sadness,'Harus berapa ribu kosa kata yang saya hafal
joy,'Alhamdulillah
joy,'Malam ini ceritanya masih berbagi cerita dengan kawan lama semasa SMA
sadness,'Saat kamu merasakan kekosongan di dalam dada
love,HAHAHA BODO AMAT DEEHHH YG PENTING DI VIDEO INI SE FRAME SAMA DANIELSAYANG BANGEET DONGG SM DIAAA DAN MEREKA [USERNAME]
anger,'[USERNAME] saya beli mesin cuci di best denki central park
sadness,'Menggapai cita2 kadang bukan hal mudah. Cita2 pengen jadi dokter
joy,'Potong pepaya
sadness,Rasa kesepian dan kehilangan ini membuatku merasa seperti aku terputus dari segalanya.
joy,'Pembangunan Infrastruktur membuat rakyat merasakan hadirnya negara dalam kehidupan. Tak lain karena kerja nyata pak [USERNAME] selama 3
sadness,Ini lho yg mengiris hatiku!! Masih tega buang sampah plastik sembarangan? Masih males mengurangi pemakaian plastik kresek & plastik kemasan lain? #BijakBerplastik [URL]
love,ku tatap wajahmu saat pertama kita bertemu terasa bergetar jiwaku saat kau tersenyum padaku i love u. #ARMYSelcaDay [USERNAME]
anger,'Untung ga ada yg nanggepin. Mayan malu kan kalo ngomong di grup ga ada yg nanggepin? Kadang kalo g ada yg nanggepin berati orang2 udah ngerti apa yg kamu maksud. Ga tujuan kamu ngomong seperti itu. Not funny to discuss
sadness,'Sebenernya ga ada yang salah
anger,'[USERNAME] [USERNAME] Hadeuh ribut aja soal Islam Nusantara ( = INDONESIA ) !! kan menurut mereka dikenal ramah oleh dunia luar gitu lho
joy,'gw mau pencitraan ah
sadness,aku kan cuman perempuan biasa. kecewa sakit hati patah hati ya akhirnya nangis juga.
sadness,[USERNAME] Hahah asal ada wifi juga dy. Lah enak yg uda punya kerjaan mah bisa ngisi waktu sama kerja. Apa kabar dengan aku yang nganggur pas liburan :(
fear,Aku merasa gemetar ketika aku merasakan hembusan dingin di belakangku
anger,'[USERNAME] Gw dong. Udah dibilang ga mau ke tempat itu tp ngeyel isi ngejebak mau beliin sesuatu lah. Akhirnya ngomel dah dijalan
sadness,Momen di mana kamu merasa seperti kamu terjebak dalam labirin kesedihan yang tak kunjung berakhir. ðð #EndlessMaze
sadness,Back to maba lyfe. Jam segini baru pulang ke kos. Motoran. Sendirian. Jalanan gelap. Sepi. Takut tp harus berani. Yallah gini bgt minggu2 terakhir kuliah quat quat quattttt!
joy,'Selamat ulang tahun istriku tersayang
love,'Jika rindu adalah penjara
anger,'Enak ya metal bong... Bobok di hotel prodeo Di pecat Mak Mega Hahahahaha Makanya jangan sok metal lo Kelar hidup lo... Terjerat OTT
love,'CUTE BANGET. Aku suka banget liat greetingnya
love,'Mbak mau bawa barang bapak apa? Baju bapak? Tapi nnt tdk bisa dipake Mbak kalo baju ya. Sarung bapak mau? Sarung aja ya
joy,'Ketika kamu merasa terhubung dengan alam dan lingkungan sekitarmu
anger,'Bilangnya selo tapi disuruh kerja ogah2han nanti capek dll. Kalau kerja sudah lillah sm ikhlas
sadness,'Aku yg pernah berbela sungkawa hebat pada kata pergi
fear,'Berlajar prosedur bedah sekalian makan sahur ah *buka youtube* *nonton proses bedah dentoalveolar* *ga sanggup makan* *nutup laptop* ''Udahlah makan aja dulu'' *makan sambil deg deg an*'
joy,Goyangan si cowok asyik banget. Sumpah gue suka lihat goyangannya
anger,'Suka kesel sama fans yang sok-sokan mengatur
sadness,kamu apa kabar sayang
joy,'semoga husnul khotimah
love,Jatuh cinta tidak mengenal tipe Kau takkan peduli fisik dan isi kepalanya Yang kau tahu hanyalah: Jantungmu berdebar kencang bila berada di dekatnya
sadness,'ter-oon emang ada yang 540 kenapa download yang 720 sihhh. Abis kan 1GB
joy,enak sekali apalagi belin w baksonya :d makan bakso yang pedas sangat enak kali ya
sadness,'Rasa kesepian dan kehilangan begitu mendalam
anger,Emang kamu benar? Emang kamu pintar? Emang pendidikan kmubS3 dri Amrik dg nilai bagus? Emang kamu lernah jadi Rektor PT? Emang kontribusi kamu terhadap negiri sudah banyak?
sadness,'jadi waktu sma tuh aku pengen banget yang namanya perawatan ke klinik kecantikan macem erha
sadness,Pulang udah H-4 lebaran dilema sekali. Seperti tidak bisa melakukan apa2 dirumah sebelum lebaran. Buka puasa bareng cuman 3 hari sama keluarga begitu juga sahur.
anger,'Udah mau sarjana 2 kali
anger,[USERNAME] Yaudah lu ignore mba via vallen aja karena yang aneh itu elu. Bikin perempuan lain gak berani speak up ama apa yang mereka rasain. Sama2 mens tiap bulan tapi nggak punya empati sm sekali.
love,'intinyanya selamat tanggal 25 untuk yg ke 3 kali
anger,Kalaupun fansite ngejual hasil jepretan mereka toh uang nya lari ke idol juga. Beliin mereka hadiah dsb kan. Kpopers baru ya? Fansite udh ada dr jaman kamera belom sebening skrg!
love,'yang
joy,Next ke kehidupan keluarga Ario Bayu aka komandan Tim Alpha yg ganteng berkacamata hitam dan viral di medsos itu. Ya keluarga yg cukup bahagia with a little daddy girl.
sadness,agak lelah nih :'(
sadness,'Sebenernya gak pengen ikut-ikutan jadi panitia pemilu
sadness,'Kalau memang tak ada niatan lebih
anger,'Budayakan mencari dan membaca sebelum nanya ya. Udah dijelaskan berkali2 kok. Selama ga diatur/gaada ketentuan khusus
anger,Ternyata aku bisa aja marah atau sebel ke orang-orang yg nggak tepat waktu. Sebel nggak bisa merubah mindset orang-orang tsb buat datang tepat waktu kalo bukan aku sendiri yg ngerubah waktu disiplinku.
joy,'Hahaha lucu sih diunfoll mantan yg acc nya udh gapernah aktif 2thn yg lalu pas aktif lagi gue diunfol &amp makin terdengar suara untuk kebenaran
joy,Menghadiri acara budaya atau festival yang meriah adalah cara terbaik untuk merasakan keragaman dunia. ðð #CulturalExperience
joy,Pengennya nangis Tapi ga bisa ngeluarin air mata Entah dari pagi pengennya senyum Jadi sampai kebawa ke hati Siang siang di gituin Tetep rasanya enteng
sadness,Air mataku adalah ekspresi dari rasa sedih yang terlalu dalam untuk diungkapkan dengan kata-kata.
sadness,'Ada berita pendeta yg ngebunuh anak angkatnya kalo ga salah
sadness,hehe iya masih sakit fir -_-
joy,Ini hari lahir. Terima Kasih Ka [USERNAME] untuk tulisan2 di [URL] Selalu jadi kata2 terbaik disaat hari lahir datang. This word never old.
